date,warehouse,sku_id,category,system_forecast,override_flag,final_forecast,actual_demand,unit_cost,lead_time_days,safety_stock_units
2023-04-01,South-DC,ELC-203,Electronics,742,False,742,710,1382.29,21,95
2023-05-01,South-DC,ELC-203,Electronics,641,False,641,693,1382.29,21,100
2023-06-01,South-DC,ELC-203,Electronics,638,True,637,749,1382.29,21,86
2023-07-01,South-DC,ELC-203,Electronics,641,False,641,633,1382.29,21,85
2023-08-01,South-DC,ELC-203,Electronics,630,True,575,601,1382.29,21,77
2023-09-01,South-DC,ELC-203,Electronics,639,False,639,638,1382.29,21,97
2023-10-01,South-DC,ELC-203,Electronics,623,True,588,663,1382.29,21,84
2023-11-01,South-DC,ELC-203,Electronics,703,True,653,702,1382.29,21,87
2023-12-01,South-DC,ELC-203,Electronics,662,True,640,589,1382.29,21,91
2024-01-01,South-DC,ELC-203,Electronics,748,True,755,711,1382.29,21,123
2024-02-01,South-DC,ELC-203,Electronics,737,True,791,776,1382.29,21,109
2024-03-01,South-DC,ELC-203,Electronics,860,False,860,751,1382.29,21,131
2024-04-01,South-DC,ELC-203,Electronics,838,False,838,740,1382.29,21,116
2024-05-01,South-DC,ELC-203,Electronics,789,True,785,793,1382.29,21,117
2024-06-01,South-DC,ELC-203,Electronics,722,True,727,730,1382.29,21,97
2024-07-01,South-DC,ELC-203,Electronics,746,True,739,822,1382.29,21,105
2024-08-01,South-DC,ELC-203,Electronics,698,True,630,738,1382.29,21,122
2024-09-01,South-DC,ELC-203,Electronics,666,False,666,613,1382.29,21,116
2024-10-01,South-DC,ELC-203,Electronics,617,False,617,684,1382.29,21,102
2024-11-01,South-DC,ELC-203,Electronics,709,False,709,726,1382.29,21,99
2024-12-01,South-DC,ELC-203,Electronics,677,False,677,763,1382.29,21,121
2023-01-01,South-DC,ELC-204,Electronics,1076,True,1176,1278,1601.55,21,185
2023-02-01,South-DC,ELC-204,Electronics,1078,False,1078,1135,1601.55,21,171
2023-03-01,South-DC,ELC-204,Electronics,1127,False,1127,1130,1601.55,21,180
2023-04-01,South-DC,ELC-204,Electronics,1111,True,1079,1304,1601.55,21,182
2023-05-01,South-DC,ELC-204,Electronics,1159,True,1153,1200,1601.55,21,179
2023-06-01,South-DC,ELC-204,Electronics,977,True,1065,1044,1601.55,21,168
2023-07-01,South-DC,ELC-204,Electronics,928,False,928,1008,1601.55,21,151
2023-08-01,South-DC,ELC-204,Electronics,968,False,968,1035,1601.55,21,151
2023-09-01,South-DC,ELC-204,Electronics,1044,False,1044,950,1601.55,21,155
2023-10-01,South-DC,ELC-204,Electronics,949,True,1008,973,1601.55,21,174
2023-11-01,South-DC,ELC-204,Electronics,1089,False,1089,998,1601.55,21,148
2023-12-01,South-DC,ELC-204,Electronics,1073,True,1081,1019,1601.55,21,168
2024-01-01,South-DC,ELC-204,Electronics,1052,True,1109,1153,1601.55,21,174
2024-02-01,South-DC,ELC-204,Electronics,1404,False,1404,1487,1601.55,21,189
2024-03-01,South-DC,ELC-204,Electronics,1108,True,1142,1240,1601.55,21,203
2024-04-01,South-DC,ELC-204,Electronics,1301,True,1222,1204,1601.55,21,200
2024-05-01,South-DC,ELC-204,Electronics,1266,True,1139,1144,1601.55,21,176
2024-06-01,South-DC,ELC-204,Electronics,1104,False,1104,1182,1601.55,21,179
2024-07-01,South-DC,ELC-204,Electronics,1052,True,1062,1143,1601.55,21,148
2024-08-01,South-DC,ELC-204,Electronics,1018,False,1018,1104,1601.55,21,164
2024-09-01,South-DC,ELC-204,Electronics,1094,True,1009,915,1601.55,21,154
2024-10-01,South-DC,ELC-204,Electronics,978,True,992,1201,1601.55,21,170
2024-11-01,South-DC,ELC-204,Electronics,1028,True,1067,1027,1601.55,21,163
2024-12-01,South-DC,ELC-204,Electronics,1187,False,1187,1067,1601.55,21,181
2023-01-01,South-DC,ELC-205,Electronics,767,True,677,766,192.2,21,137
2023-02-01,South-DC,ELC-205,Electronics,770,False,770,802,192.2,21,108
2023-03-01,South-DC,ELC-205,Electronics,726,False,726,772,192.2,21,119
2023-04-01,South-DC,ELC-205,Electronics,711,True,695,726,192.2,21,107
2023-05-01,South-DC,ELC-205,Electronics,726,False,726,553,192.2,21,113
2023-06-01,South-DC,ELC-205,Electronics,898,False,898,683,192.2,21,122
2023-07-01,South-DC,ELC-205,Electronics,670,True,646,666,192.2,21,109
2023-08-01,South-DC,ELC-205,Electronics,733,True,719,634,192.2,21,94
2023-09-01,South-DC,ELC-205,Electronics,707,False,707,755,192.2,21,93
2023-10-01,South-DC,ELC-205,Electronics,715,True,685,713,192.2,21,104
2023-11-01,South-DC,ELC-205,Electronics,740,False,740,669,192.2,21,103
2023-12-01,South-DC,ELC-205,Electronics,652,False,652,663,192.2,21,108
2024-01-01,South-DC,ELC-205,Electronics,731,False,731,698,192.2,21,102
2024-02-01,South-DC,ELC-205,Electronics,801,True,741,816,192.2,21,100
2024-03-01,South-DC,ELC-205,Electronics,744,False,744,800,192.2,21,111
2024-04-01,South-DC,ELC-205,Electronics,781,True,748,677,192.2,21,128
2024-05-01,South-DC,ELC-205,Electronics,754,True,777,609,192.2,21,123
2024-06-01,South-DC,ELC-205,Electronics,802,False,802,697,192.2,21,122
2024-07-01,South-DC,ELC-205,Electronics,650,False,650,707,192.2,21,111
2024-08-01,South-DC,ELC-205,Electronics,708,False,708,780,192.2,21,97
2024-09-01,South-DC,ELC-205,Electronics,631,True,684,672,192.2,21,80
2024-10-01,South-DC,ELC-205,Electronics,745,False,745,789,192.2,21,99
2024-11-01,South-DC,ELC-205,Electronics,691,False,691,682,192.2,21,107
2024-12-01,South-DC,ELC-205,Electronics,797,False,797,726,192.2,21,106
2023-01-01,South-DC,ELC-206,Electronics,963,False,963,900,2138.32,14,136
2023-02-01,South-DC,ELC-206,Electronics,1082,False,1082,890,2138.32,14,149
2023-03-01,South-DC,ELC-206,Electronics,1060,False,1060,1085,2138.32,14,169
2023-04-01,South-DC,ELC-206,Electronics,1073,False,1073,925,2138.32,14,151
2023-05-01,South-DC,ELC-206,Electronics,954,True,975,1059,2138.32,14,149
2023-06-01,South-DC,ELC-206,Electronics,931,False,931,864,2138.32,14,127
2023-07-01,South-DC,ELC-206,Electronics,778,False,778,741,2138.32,14,129
2023-08-01,South-DC,ELC-206,Electronics,690,False,690,682,2138.32,14,82
2023-09-01,South-DC,ELC-206,Electronics,592,False,592,639,2138.32,14,111
2023-10-01,South-DC,ELC-206,Electronics,703,False,703,568,2138.32,14,121
2023-11-01,South-DC,ELC-206,Electronics,849,True,826,698,2138.32,14,122
2023-12-01,South-DC,ELC-206,Electronics,944,True,917,1039,2138.32,14,155
2024-01-01,South-DC,ELC-206,Electronics,1011,True,951,758,2138.32,14,120
2024-02-01,South-DC,ELC-206,Electronics,1165,False,1165,1052,2138.32,14,161
2024-03-01,South-DC,ELC-206,Electronics,1007,False,1007,954,2138.32,14,152
2024-04-01,South-DC,ELC-206,Electronics,952,False,952,920,2138.32,14,163
2024-05-01,South-DC,ELC-206,Electronics,903,True,926,1006,2138.32,14,145
2024-06-01,South-DC,ELC-206,Electronics,838,False,838,902,2138.32,14,132
2024-07-01,South-DC,ELC-206,Electronics,924,False,924,627,2138.32,14,114
2024-08-01,South-DC,ELC-206,Electronics,640,False,640,748,2138.32,14,108
2024-09-01,South-DC,ELC-206,Electronics,642,False,642,874,2138.32,14,107
2024-10-01,South-DC,ELC-206,Electronics,763,True,778,642,2138.32,14,117
2024-11-01,South-DC,ELC-206,Electronics,840,True,894,838,2138.32,14,117
2024-12-01,South-DC,ELC-206,Electronics,942,False,942,736,2138.32,14,152
2023-01-01,South-DC,PER-301,Perishable,546,False,546,655,1856.51,10,65
2023-02-01,South-DC,PER-301,Perishable,637,False,637,583,1856.51,10,86
2023-03-01,South-DC,PER-301,Perishable,604,False,604,578,1856.51,10,76
2023-04-01,South-DC,PER-301,Perishable,622,True,622,522,1856.51,10,98
2023-05-01,South-DC,PER-301,Perishable,519,False,519,555,1856.51,10,82
2023-06-01,South-DC,PER-301,Perishable,553,False,553,604,1856.51,10,87
2023-07-01,South-DC,PER-301,Perishable,517,True,514,547,1856.51,10,70
2023-08-01,South-DC,PER-301,Perishable,562,False,562,524,1856.51,10,65
2023-09-01,South-DC,PER-301,Perishable,537,False,537,616,1856.51,10,70
2023-10-01,South-DC,PER-301,Perishable,544,True,504,548,1856.51,10,82
2023-11-01,South-DC,PER-301,Perishable,577,False,577,532,1856.51,10,84
2023-12-01,South-DC,PER-301,Perishable,542,False,542,580,1856.51,10,92
2024-01-01,South-DC,PER-301,Perishable,616,False,616,578,1856.51,10,77
2024-02-01,South-DC,PER-301,Perishable,592,True,606,602,1856.51,10,93
2024-03-01,South-DC,PER-301,Perishable,586,True,553,666,1856.51,10,93
2024-04-01,South-DC,PER-301,Perishable,638,False,638,676,1856.51,10,92
2024-05-01,South-DC,PER-301,Perishable,606,True,563,651,1856.51,10,86
2024-06-01,South-DC,PER-301,Perishable,585,False,585,736,1856.51,10,74
2024-07-01,South-DC,PER-301,Perishable,485,False,485,501,1856.51,10,70
2024-08-01,South-DC,PER-301,Perishable,499,False,499,607,1856.51,10,80
2024-09-01,South-DC,PER-301,Perishable,517,True,544,540,1856.51,10,77
2024-10-01,South-DC,PER-301,Perishable,565,True,588,550,1856.51,10,91
2024-11-01,South-DC,PER-301,Perishable,587,False,587,561,1856.51,10,91
2024-12-01,South-DC,PER-301,Perishable,524,False,524,627,1856.51,10,90
2023-01-01,South-DC,PER-302,Perishable,937,False,937,921,585.3,10,144
2023-02-01,South-DC,PER-302,Perishable,1037,False,1037,1129,585.3,10,165
2023-03-01,South-DC,PER-302,Perishable,1019,False,1019,1023,585.3,10,154
2023-04-01,South-DC,PER-302,Perishable,932,False,932,1135,585.3,10,159
2023-05-01,South-DC,PER-302,Perishable,1012,False,1012,925,585.3,10,140
2023-06-01,South-DC,PER-302,Perishable,832,False,832,984,585.3,10,141
2023-07-01,South-DC,PER-302,Perishable,956,False,956,946,585.3,10,134
2023-08-01,South-DC,PER-302,Perishable,860,False,860,1066,585.3,10,135
2023-09-01,South-DC,PER-302,Perishable,857,False,857,892,585.3,10,119
2023-10-01,South-DC,PER-302,Perishable,1064,True,932,1049,585.3,10,144
2023-11-01,South-DC,PER-302,Perishable,962,False,962,934,585.3,10,150
2023-12-01,South-DC,PER-302,Perishable,1033,False,1033,1120,585.3,10,149
2024-01-01,South-DC,PER-302,Perishable,982,False,982,1082,585.3,10,176
2024-02-01,South-DC,PER-302,Perishable,1216,True,1295,1066,585.3,10,160
2024-03-01,South-DC,PER-302,Perishable,1188,True,1208,1012,585.3,10,164
2024-04-01,South-DC,PER-302,Perishable,1317,False,1317,1213,585.3,10,177
2024-05-01,South-DC,PER-302,Perishable,994,True,999,1028,585.3,10,170
2024-06-01,South-DC,PER-302,Perishable,1118,False,1118,1060,585.3,10,154
2024-07-01,South-DC,PER-302,Perishable,983,True,985,1054,585.3,10,130
2024-08-01,South-DC,PER-302,Perishable,1031,False,1031,947,585.3,10,180
2024-09-01,South-DC,PER-302,Perishable,967,False,967,894,585.3,10,154
2024-10-01,South-DC,PER-302,Perishable,1165,False,1165,1070,585.3,10,142
2024-11-01,South-DC,PER-302,Perishable,1073,False,1073,1021,585.3,10,178
2024-12-01,South-DC,PER-302,Perishable,1065,False,1065,1162,585.3,10,162
2023-01-01,South-DC,PER-303,Perishable,1017,False,1017,954,522.74,14,161
2023-02-01,South-DC,PER-303,Perishable,1127,True,1097,1180,522.74,14,172
2023-03-01,South-DC,PER-303,Perishable,1051,False,1051,1050,522.74,14,158
2023-04-01,South-DC,PER-303,Perishable,1062,False,1062,974,522.74,14,157
2023-05-01,South-DC,PER-303,Perishable,995,False,995,849,522.74,14,161
2023-06-01,South-DC,PER-303,Perishable,1097,True,1039,1043,522.74,14,147
2023-07-01,South-DC,PER-303,Perishable,899,True,948,863,522.74,14,128
2023-08-01,South-DC,PER-303,Perishable,998,False,998,970,522.74,14,162
2023-09-01,South-DC,PER-303,Perishable,865,True,773,938,522.74,14,121
2023-10-01,South-DC,PER-303,Perishable,918,False,918,842,522.74,14,144
2023-11-01,South-DC,PER-303,Perishable,983,False,983,858,522.74,14,158
2023-12-01,South-DC,PER-303,Perishable,1138,False,1138,901,522.74,14,160
2024-01-01,South-DC,PER-303,Perishable,1031,True,1138,903,522.74,14,177
2024-02-01,South-DC,PER-303,Perishable,1147,False,1147,1121,522.74,14,179
2024-03-01,South-DC,PER-303,Perishable,1070,False,1070,1249,522.74,14,172
2024-04-01,South-DC,PER-303,Perishable,1137,True,1068,1273,522.74,14,182
2024-05-01,South-DC,PER-303,Perishable,1277,True,1166,1025,522.74,14,160
2024-06-01,South-DC,PER-303,Perishable,924,False,924,1024,522.74,14,155
2024-07-01,South-DC,PER-303,Perishable,959,False,959,897,522.74,14,160
2024-08-01,South-DC,PER-303,Perishable,969,False,969,974,522.74,14,143
2024-09-01,South-DC,PER-303,Perishable,889,False,889,790,522.74,14,136
2024-10-01,South-DC,PER-303,Perishable,982,False,982,938,522.74,14,156
2024-11-01,South-DC,PER-303,Perishable,932,True,896,909,522.74,14,144
2024-12-01,South-DC,PER-303,Perishable,1142,True,1168,1039,522.74,14,171
2023-01-01,South-DC,PER-304,Perishable,532,False,532,454,525.98,10,69
2023-02-01,South-DC,PER-304,Perishable,509,True,388,462,525.98,10,79
2023-03-01,South-DC,PER-304,Perishable,498,False,498,510,525.98,10,85
2023-04-01,South-DC,PER-304,Perishable,424,True,363,447,525.98,10,70
2023-05-01,South-DC,PER-304,Perishable,477,True,454,470,525.98,10,71
2023-06-01,South-DC,PER-304,Perishable,441,False,441,442,525.98,10,82
2023-07-01,South-DC,PER-304,Perishable,416,True,464,419,525.98,10,76
2023-08-01,South-DC,PER-304,Perishable,414,True,457,388,525.98,10,67
2023-09-01,South-DC,PER-304,Perishable,499,False,499,444,525.98,10,40
2023-10-01,South-DC,PER-304,Perishable,438,True,411,398,525.98,10,80
2023-11-01,South-DC,PER-304,Perishable,437,False,437,473,525.98,10,61
2023-12-01,South-DC,PER-304,Perishable,418,False,418,411,525.98,10,72
2024-01-01,South-DC,PER-304,Perishable,396,False,396,416,525.98,10,83
2024-02-01,South-DC,PER-304,Perishable,514,False,514,422,525.98,10,72
2024-03-01,South-DC,PER-304,Perishable,515,False,515,407,525.98,10,78
2024-04-01,South-DC,PER-304,Perishable,498,True,518,435,525.98,10,59
2024-05-01,South-DC,PER-304,Perishable,475,True,513,539,525.98,10,78
2024-06-01,South-DC,PER-304,Perishable,496,True,471,432,525.98,10,66
2024-07-01,South-DC,PER-304,Perishable,423,True,386,355,525.98,10,36
2024-08-01,South-DC,PER-304,Perishable,423,False,423,462,525.98,10,40
2024-09-01,South-DC,PER-304,Perishable,364,True,325,391,525.98,10,72
2024-10-01,South-DC,PER-304,Perishable,443,False,443,448,525.98,10,68
2024-11-01,South-DC,PER-304,Perishable,425,True,405,444,525.98,10,63
2024-12-01,South-DC,PER-304,Perishable,476,False,476,415,525.98,10,78
2023-01-01,South-DC,PER-305,Perishable,1296,True,1437,1425,773.7,14,167
2023-02-01,South-DC,PER-305,Perishable,1355,True,1342,1338,773.7,14,174
2023-03-01,South-DC,PER-305,Perishable,1202,False,1202,986,773.7,14,165
2023-04-01,South-DC,PER-305,Perishable,1242,False,1242,1211,773.7,14,185
2023-05-01,South-DC,PER-305,Perishable,1122,False,1122,1187,773.7,14,173
2023-06-01,South-DC,PER-305,Perishable,1113,False,1113,1072,773.7,14,186
2023-07-01,South-DC,PER-305,Perishable,895,False,895,1146,773.7,14,163
2023-08-01,South-DC,PER-305,Perishable,844,False,844,1046,773.7,14,164
2023-09-01,South-DC,PER-305,Perishable,1107,True,1077,886,773.7,14,164
2023-10-01,South-DC,PER-305,Perishable,1210,True,1165,998,773.7,14,157
2023-11-01,South-DC,PER-305,Perishable,877,False,877,1198,773.7,14,167
2023-12-01,South-DC,PER-305,Perishable,1127,False,1127,1172,773.7,14,153
2024-01-01,South-DC,PER-305,Perishable,1183,True,1098,1191,773.7,14,148
2024-02-01,South-DC,PER-305,Perishable,1175,False,1175,1161,773.7,14,196
2024-03-01,South-DC,PER-305,Perishable,1174,False,1174,1301,773.7,14,186
2024-04-01,South-DC,PER-305,Perishable,1242,False,1242,1243,773.7,14,184
2024-05-01,South-DC,PER-305,Perishable,1085,False,1085,888,773.7,14,164
2024-06-01,South-DC,PER-305,Perishable,1044,False,1044,1003,773.7,14,161
2024-07-01,South-DC,PER-305,Perishable,1030,False,1030,1105,773.7,14,151
2024-08-01,South-DC,PER-305,Perishable,1029,False,1029,1145,773.7,14,156
2024-09-01,South-DC,PER-305,Perishable,951,False,951,1126,773.7,14,149
2024-10-01,South-DC,PER-305,Perishable,978,False,978,900,773.7,14,157
2024-11-01,South-DC,PER-305,Perishable,927,False,927,869,773.7,14,177
2024-12-01,South-DC,PER-305,Perishable,937,False,937,1042,773.7,14,174
2023-01-01,South-DC,PER-306,Perishable,670,False,670,723,1225.75,21,108
2023-02-01,South-DC,PER-306,Perishable,697,False,697,773,1225.75,21,105
2023-03-01,South-DC,PER-306,Perishable,649,False,649,763,1225.75,21,106
2023-04-01,South-DC,PER-306,Perishable,691,False,691,733,1225.75,21,106
2023-05-01,South-DC,PER-306,Perishable,750,True,784,738,1225.75,21,99
2023-06-01,South-DC,PER-306,Perishable,604,True,604,676,1225.75,21,91
2023-07-01,South-DC,PER-306,Perishable,614,False,614,522,1225.75,21,99
2023-08-01,South-DC,PER-306,Perishable,569,False,569,653,1225.75,21,112
2023-09-01,South-DC,PER-306,Perishable,689,False,689,655,1225.75,21,87
2023-10-01,South-DC,PER-306,Perishable,628,True,681,779,1225.75,21,111
2023-11-01,South-DC,PER-306,Perishable,646,True,657,623,1225.75,21,104
2023-12-01,South-DC,PER-306,Perishable,638,False,638,663,1225.75,21,107
2024-01-01,South-DC,PER-306,Perishable,719,True,742,693,1225.75,21,112
2024-02-01,South-DC,PER-306,Perishable,828,False,828,709,1225.75,21,104
2024-03-01,South-DC,PER-306,Perishable,720,False,720,648,1225.75,21,113
2024-04-01,South-DC,PER-306,Perishable,789,True,797,708,1225.75,21,121
2024-05-01,South-DC,PER-306,Perishable,695,True,565,731,1225.75,21,99
2024-06-01,South-DC,PER-306,Perishable,698,False,698,620,1225.75,21,107
2024-07-01,South-DC,PER-306,Perishable,708,False,708,618,1225.75,21,108
2024-08-01,South-DC,PER-306,Perishable,747,True,799,694,1225.75,21,93
2024-09-01,South-DC,PER-306,Perishable,672,False,672,721,1225.75,21,103
2024-10-01,South-DC,PER-306,Perishable,594,False,594,653,1225.75,21,98
2024-11-01,South-DC,PER-306,Perishable,737,False,737,710,1225.75,21,98
2024-12-01,South-DC,PER-306,Perishable,697,False,697,581,1225.75,21,102
